name,brand,model,image_url,price,retail_price,colorway,sku,description,release_date,category,style_code,availability,rating,reviews_count,sizes,colors,gender,age_group,discount,is_featured,is_new,is_sale,url,main_color,series,occasion,inventory_count
(WMNS) Brooks Chariot 'Blue Yellow',Brooks,1201711B977,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/0-square_ca1e6e8c-a853-4677-8b01-d7f75bbfdd16_x480.jpg?v=1741922388,44,44,"Blue, Yellow",1201711B977,(WMNS) Brooks Chariot 'Blue Yellow',20250314,Sneakers,1201711B977,in_stock,0,0,"7, 8, 7.5","Blue, Yellow",WOMENS,WOMENS,0,False,False,False,https://www.kickscrew.com/products/wmns-brooks-chariot-blue-yellow-1201711b977,blue,,lifestyle,1
Brooks Adrenaline GTS 23 'Black Hawaiian Ocean',Brooks,1103911D006,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/efif_0a0c4897-e954-4e46-8f5c-152b7c79c53d_x480.png?v=1741924457,0,0,"Black, Hawaiian Ocean, Green",1103911D006,Brooks Adrenaline GTS 23 'Black Hawaiian Ocean',20250314,Sneakers,1103911D006,out_of_stock,0,0,[],"Black, Hawaiian Ocean, Green",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/brooks-adrenaline-gts-23-black-hawaiian-ocean-1103911d006,black,Adrenaline,running,0
(WMNS) Brooks Glycerin 21 Wide 'Black Ebony',Brooks,1204081D020,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A5_C3_82_C2_8E_C3_82_C2_BB_C3_83_C2_A8_C3_82_C2_83_C3_82_C2_8C_C3_83_C2_A7_C3_82_C2_9A_C3_82_C2_84Capture-2025-03-14-114622_x480.png?v=1741924100,0,0,"Black, Ebony",1204081D020,(WMNS) Brooks Glycerin 21 Wide 'Black Ebony',20250314,Sneakers,1204081D020,out_of_stock,0,0,[],"Black, Ebony",WOMENS,WOMENS,0,False,False,False,https://www.kickscrew.com/products/wmns-brooks-glycerin-21-wide-black-ebony-1204081d020,black,Glycerin,running,0
(WMNS) Brooks Glycerin GTS 21 'Black White',Brooks,1204091B090,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A5_C3_82_C2_8E_C3_82_C2_BB_C3_83_C2_A8_C3_82_C2_83_C3_82_C2_8C_C3_83_C2_A7_C3_82_C2_9A_C3_82_C2_84Capture-2025-03-14-120417_x480.png?v=1741925137,0,0,"Black, White",1204091B090,(WMNS) Brooks Glycerin GTS 21 'Black White',20250314,Sneakers,1204091B090,out_of_stock,0,0,[],"Black, White",WOMENS,WOMENS,0,False,False,False,https://www.kickscrew.com/products/wmns-brooks-glycerin-gts-21-black-white-1204091b090,black,Glycerin,running,0
(WMNS) Brooks Glycerin GTS 22 'Black Grey White',Brooks,1204351B090,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/C3_83_C2_A5_C3_82_C2_8E_C3_82_C2_BB_C3_83_C2_A8_C3_82_C2_83_C3_82_C2_8C_C3_83_C2_A7_C3_82_C2_9A_C3_82_C2_84Capture-2025-03-14-113554_x480.png?v=1741923433,0,0,"Black, Grey, White",1204351B090,(WMNS) Brooks Glycerin GTS 22 'Black Grey White',20250314,Sneakers,1204351B090,out_of_stock,0,0,[],"Black, Grey, White",WOMENS,WOMENS,0,False,False,False,https://www.kickscrew.com/products/wmns-brooks-glycerin-gts-22-black-grey-white-1204351b090,black,Glycerin,running,0
Mizuno Medal Boa Blue/Red,Mizuno,81GA201220,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_9df563a9-540c-4887-aa6c-29d35252465b_x480.jpg?v=1706495846,150,264,"Blue, Red",81GA201220,Mizuno Medal Boa Blue/Red,20210328,Sneakers,81GA201220,in_stock,0,0,"10, 6, 5","Blue, Red",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-medal-boa-81ga201220,red,Wave Medal,training,1
Mizuno Racer S 'White Metallic Silver',Mizuno,D1GH223518,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_ad2f81cc-a9ed-47dc-a03a-6e5be401d720_x480.jpg?v=1715757477,70,105,"White, Metallic Silver",D1GH223518,Mizuno Racer S 'White Metallic Silver',20240315,Sneakers,D1GH223518,in_stock,0,0,"6.5, 7.5, 4.5, 5, 10, 6, 8, 7, 8.5, 10.5, 9, 11, 9.5, 5.5","White, Metallic Silver",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-racer-s-d1gh223518,white,Racer,running,1
Mizuno Racer Trail SE 'Sand',Mizuno,D1GH241905,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_d2f8bda9-70e9-42a0-bdc7-ccf34fabd994_x480.jpg?v=1748400048,75,228,Sand Beige,D1GH241905,Mizuno Racer Trail SE 'Sand',20250528,Sneakers,D1GH241905,in_stock,0,0,"9.5, 10.5, 10, 9, 8.5, 7.5, 8, 11, 7, 6, 5, 4.5, 5.5, 6.5",Sand Beige,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-racer-trail-se-sand-d1gh241905,beige,Racer,lifestyle,1
Mizuno LG 60S 2k 'Brown',Mizuno,D1GH242102,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_314bdc26-31b3-4666-b757-409fa63bc302_x480.jpg?v=1735267738,88,89,Brown,D1GH242102,Mizuno LG 60S 2k 'Brown',20241227,Sneakers,D1GH242102,in_stock,0,0,"9.5, 5, 5.5, 6.5, 10.5, 8, 6, 4.5, 7, 10, 11, 9, 8.5, 7.5",Brown,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-lg-60s-2k-brown-d1gh242102,brown,LG 60s,lifestyle,1
Mizuno Morelia ll Pro As Football boots 'Black White',Mizuno,P1GD201501,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_8bbcdba9-16dc-4573-a9f1-597d8e6df13a_x480.jpg?v=1695180295,69,160,"Black, White",P1GD201501,Mizuno Morelia ll Pro As Football boots 'Black White',20210713,Sneakers,P1GD201501,in_stock,0,0,"7.5, 7, 6.5, 9.5, 9, 8, 10.5, 8.5, 10, 11, 12, 11.5, 6","Black, White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-morelia-ii-pro-as-football-boots-black-white-p1gd201501,black,Morelia,soccer,1
Mizuno Wave Rebellion Flash 'White Black Splatter',Mizuno,J1GC233604,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_d2307607-f379-495a-ad49-af401294490b_x480.jpg?v=1693903175,96,124,"Black, White",J1GC233604,Mizuno Wave Rebellion Flash 'White Black Splatter',20230219,Sneakers,J1GC233604,in_stock,0,0,"5, 10.5, 9, 10, 8.5, 9.5, 11, 6.5, 6, 4.5, 5.5","Black, White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-rebellion-flash-j1gc233604,black,Wave Rebellion,running,1
Mizuno Alpha 2 Elite AG 'Silver Neon',Mizuno,P1GA256309,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/BootShadow-Recovered_a1a42798-7ad2-4ed1-88b3-6330f4c676ba_1024x1024-square.jpg?v=1739347354,140,238,"Silver, Neon",P1GA256309,Mizuno Alpha 2 Elite AG 'Silver Neon',20250212,Sneakers,P1GA256309,in_stock,0,0,"8, 9, 10, 7, 10.5, 8.5, 7.5, 9.5, 11, 12, 11.5","Silver, Neon",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-alpha-2-elite-ag-silver-neon-p1ga256309,silver,,soccer,1
Mizuno Wave Rider 10 'White Silver Blue',Mizuno,D1GA210406,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_1a7a09d8-3737-4eca-be67-a9e9397d0cc2_x480.png?v=1716991757,138,189,"White, Silver, Surf The Web",D1GA210406,Mizuno Wave Rider 10 'White Silver Blue',20240523,Sneakers,D1GA210406,in_stock,0,0,"7, 9, 5.5, 8.5, 7.5, 8, 5, 6, 10.5, 10, 9.5, 6.5, 11, 11.5","White, Silver, Surf The Web",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-rider-10-white-silver-blue-d1ga210406,white,Wave Rider,running,1
Mizuno Halo Mix 'Black Green',Mizuno,D1GH240802,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_dabd4ba6-c9b3-4b91-a4b0-871764ee1636_x480.jpg?v=1713247805,71,96,Multi-Color,D1GH240802,Mizuno Halo Mix 'Black Green',20231120,Sneakers,D1GH240802,in_stock,0,0,"8, 7.5, 8.5, 7, 6.5, 6, 5, 9, 10, 10.5, 9.5, 4.5, 5.5, 11",Multi-Color,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-halo-mix-black-green-d1gh240802,multi-color,Halo Mix,lifestyle,1
Mizuno Wave Prophecy LS 'White Silver',Mizuno,D1GA333702,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_7b50d27f-dc0b-4d2f-a3a3-10a30438b3a3_x480.jpg?v=1715742282,226,422,"White, Sliver",D1GA333702,Mizuno Wave Prophecy LS 'White Silver',20240326,Sneakers,D1GA333702,in_stock,0,0,"8, 9, 10.5, 10, 9.5, 8.5, 7, 6, 12, 7.5, 11, 5.5, 6.5, 11.5","White, Sliver",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-prophecy-ls-d1ga333702,white,Wave Prophecy,running,1
Mizuno LG 60s 2K 'Cream',Mizuno,D1GH242103,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_7a59f958-01d7-4308-a8f6-1184474c026c_x480.jpg?v=1748484739,75,164,Cream White,D1GH242103,Mizuno LG 60s 2K 'Cream',20250529,Sneakers,D1GH242103,in_stock,0,0,"5.5, 6.5, 6, 5, 7, 4.5, 7.5, 8.5, 9, 10, 9.5, 11, 8, 10.5",Cream White,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-lg-60s-2k-cream-d1gh242103,beige,LG 60s,lifestyle,1
Mizuno Morelia 2 Japan 'Blue Curacao',Mizuno,P1GA230125,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_380896f4-0926-4715-942f-39eba326d847_x480.jpg?v=1716365093,249,351,Blue,P1GA230125,Mizuno Morelia 2 Japan 'Blue Curacao',20230614,Sneakers,P1GA230125,in_stock,0,0,"7.5, 7, 8, 8.5, 9.5",Blue,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-morelia-2-japan-blue-curacao-p1ga230125,blue,Morelia,soccer,1
Mizuno Morelia DNA Japan FG 'Platinum Silver Pack Silver Gold',Mizuno,P1GA251004,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/BootShadow-Recovered-Recovered-Recovered_74f83ce4-5e64-45de-8a5e-b19d3f0c8e3d_1024x1024-Photoroom-square.jpg?v=1742364083,312,1063,"Silver, Gold",P1GA251004,Mizuno Morelia DNA Japan FG 'Platinum Silver Pack Silver Gold',20250319,Sneakers,P1GA251004,in_stock,0,0,"10, 9.5, 11, 10.5, 7, 6.5, 9, 8, 8.5, 6","Silver, Gold",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-morelia-dna-japan-fg-platinum-silver-pack-silver-gold-p1ga251004,silver,Morelia Neo,soccer,1
Mizuno Morelia Neo 4 Beta Elite FG 'Platinum Silver Pack Silver Gold',Mizuno,P1GA254204,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/BootShadow-Recovered-Recovered_0cf9a35e-fa82-46b6-99ca-fcbd8354d58c_1024x1024-Photoroom-square.jpg?v=1742357707,149,376,"Silver, Gold",P1GA254204,Mizuno Morelia Neo 4 Beta Elite FG 'Platinum Silver Pack Silver Gold',20250319,Sneakers,P1GA254204,in_stock,0,0,"7.5, 9.5, 9, 10, 8.5, 7, 8, 11, 6.5, 10.5, 6, 5.5, 11.5","Silver, Gold",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-morelia-neo-4-beta-elite-fg-platinum-silver-pack-silver-gold-p1ga254204,silver,Morelia Neo,soccer,1
Mizuno Folgado Wide AS Football Shoes Black/White,Mizuno,P1GD189301,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_b63ca9d3-f965-42b1-8549-1cb7303d2797_x480.jpg?v=1695180296,56,67,Black,P1GD189301,Mizuno Folgado Wide AS Football Shoes Black/White,20210713,Sneakers,P1GD189301,in_stock,0,0,"11.5, 7.5, 8, 8.5, 9.5, 9, 10",Black,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-folgado-wide-as-p1gd189301,BLACK,Folgado,soccer,1
Mizuno Wave Enforce Tour 'Black Orange',Mizuno,61GA230011,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_4621ec3a-8e88-44e6-bae3-a7ece57caad9_x480.jpg?v=1737440054,108,108,"Black, Orange, White",61GA230011,Mizuno Wave Enforce Tour 'Black Orange',20250121,Sneakers,61GA230011,in_stock,0,0,"5, 4.5, 5.5, 6, 7, 8, 8.5, 9.5, 10, 11, 11.5","Black, Orange, White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-enforce-tour-black-orange-61ga230011,black,,tennis,1
Mizuno Wave Drive 9 'White and Pink',Mizuno,81GA220505,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_8a584291-414a-4d4a-9e75-619696baef23_x480.jpg?v=1749001462,98,99,"White, Pink, Green, Blue, Purple",81GA220505,Mizuno Wave Drive 9 'White and Pink',20230314,Sneakers,81GA220505,in_stock,0,0,"6, 7, 7.5, 8, 4.5, 8.5, 6.5, 9.5, 10, 9, 10.5","White, Pink, Green, Blue, Purple",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-drive-9-white-and-pink-81ga220505,white,Wave Drive,badminton,1
Mizuno Wave Mujin TL GTX 'Grey Black',Mizuno,D1GA221703,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_02407907-5f6f-475a-a788-ee70f79ebbde_x480.jpg?v=1713238112,216,216,"Gray, Black",D1GA221703,Mizuno Wave Mujin TL GTX 'Grey Black',20230924,Sneakers,D1GA221703,in_stock,0,0,6,"Gray, Black",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-mujin-tl-gtx-grey-black-d1ga221703,grey,Wave Mujin,running,1
Mizuno Wave Rider 10 'Brown Black White',Mizuno,D1GA222608,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_6d5a48c5-e943-4515-9b75-b64239b30313_x480.jpg?v=1693901318,214,220,"Brown, Black, White",D1GA222608,Mizuno Wave Rider 10 'Brown Black White',20230307,Sneakers,D1GA222608,in_stock,0,0,"8, 7, 7.5","Brown, Black, White",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-rider-10-d1ga222608,Beige,Wave Rider,running,1
Mizuno Wave Rider 10 'White Black Rythmic Red',Mizuno,D1GA243111,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_1a6943a2-fd0f-4ad9-b3c4-020568ce1ee9_x480.jpg?v=1748484018,131,178," Snow White, Black Sand, Rythmic Red",D1GA243111,Mizuno Wave Rider 10 'White Black Rythmic Red',20250529,Sneakers,D1GA243111,in_stock,0,0,"9.5, 8, 10, 9, 6, 11, 10.5"," Snow White, Black Sand, Rythmic Red",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-rider-10-white-black-rythmic-red-d1ga243111,silver,Wave Rider,lifestyle,1
Mizuno Wave Rider 10 'Silver Cloud Sunstruck',Mizuno,D1GA331201,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_9801ad4d-9109-4d11-8775-a4d34d33e9ae_x480.jpg?v=1713238977,95,171,"White, Silver Cloud, Sunstruck",D1GA331201,Mizuno Wave Rider 10 'Silver Cloud Sunstruck',20230924,Sneakers,D1GA331201,in_stock,0,0,"5, 5.5, 10.5, 9.5, 6, 10, 8, 9, 8.5, 11.5, 11","White, Silver Cloud, Sunstruck",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-wave-rider-10-silver-cloud-sunstruck-d1ga331201,white,Wave Rider,running,1
Mizuno Court Lite S 'Black White Brown',Mizuno,D1GH223201,https://cdn.shopify.com/s/files/1/0603/3031/1875/products/main-square_0b010696-ca55-471c-854e-3339a0b8d251_x480.jpg?v=1693905654,99,124,"BLACK, WHITE, BROWN",D1GH223201,Mizuno Court Lite S 'Black White Brown',20230112,Sneakers,D1GH223201,in_stock,0,0,"8.5, 9.5, 10.5, 7.5, 9, 8, 10, 7, 6, 4.5, 5.5, 11, 5","BLACK, WHITE, BROWN",MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-court-lite-s-d1gh223201,,Court,lifestyle,1
Mizuno Racer S 'Black Mesh',Mizuno,D1GH223508,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_17dfd99c-c9cb-4021-9fef-7131f2a73a1f_x480.jpg?v=1709006548,78,86,"Black, White",D1GH223508,Mizuno Racer S 'Black Mesh',20230801,Sneakers,D1GH223508,in_stock,0,0,"5, 5.5, 9, 7.5, 10.5, 10, 7, 6, 4.5, 11, 8, 6.5, 8.5, 9.5","Black, White",UNISEX,UNISEX,0,False,False,False,https://www.kickscrew.com/products/mizuno-racer-s-sneakers-black-mesh-d1gh223508,black,Racer,running,1
MIZUNO Racer S 'Silver Grey',Mizuno,D1GH223524,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_9554ad6e-9a67-44b7-b96d-c15884ed263d_x480.jpg?v=1748399947,74,80,Grey,D1GH223524,MIZUNO Racer S 'Silver Grey',20250528,Sneakers,D1GH223524,in_stock,0,0,"5, 4.5, 9.5, 11, 7, 8, 8.5, 9, 10, 6.5, 6, 10.5, 7.5, 5.5",Grey,MENS,MENS,0,False,False,False,https://www.kickscrew.com/products/mizuno-racer-s-silver-grey-d1gh223524,grey,Racer,lifestyle,1
